Station,SampleDate,SampleTime,SampleType,SampleDepth,Taxa,Division,Tally,Density,Biovolume,Notes,CurrentDivision
SB-WQ4,8/17/2015,12:00,water,0-8.0,cf. Planktolyngbya sp.,Cyanobacteria,16,3.80E+05,8.96E+05,Low detritus. Many broken diatoms. Ciliates observed. Organisms appear degraded.,Cyanobacteria
SB-WQ4,8/17/2015,12:00,water,0-8.0,cf. Pseudanabaena sp.,Cyanobacteria,8,2.91E+04,4.56E+05,Low detritus. Many broken diatoms. Ciliates observed. Organisms appear degraded.,Cyanobacteria
SB-WQ4,8/17/2015,12:00,water,0-8.0,Peridinium sp.,Pyrrophyta,3,6.00E+02,4.15E+06,Low detritus. Many broken diatoms. Ciliates observed. Organisms appear degraded.,Miozoa
SB-WQ4,8/27/2015,11:40,water,0-8.0,Achnanthidium minutissimum,Bacillariophyta,3,6.42E+04,3.33E+06,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Achnanthidium sp.,Bacillariophyta,1,2.14E+04,9.07E+05,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Amphora sp.,Bacillariophyta,2,4.28E+04,9.41E+05,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Aulacoseira sp.,Bacillariophyta,21,4.49E+05,3.84E+08,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Cocconeis placentula,Bacillariophyta,1,3.63E+03,4.33E+06,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Cyclotella spp.,Bacillariophyta,59,1.26E+06,1.07E+08,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Cyclotella cf. stelligera,Bacillariophyta,1,3.63E+03,2.07E+06,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Fragilaria crotonensis,Bacillariophyta,58,1.24E+06,1.18E+09,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Nitzschia sp.,Bacillariophyta,1,3.63E+03,2.69E+05,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Staurosira sp.,Bacillariophyta,11,2.35E+05,2.22E+07,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Ulnaria ulna,Bacillariophyta,1,3.63E+03,1.89E+07,Organisms appear degraded.,Bacillariophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Chlamydomonas sp.,Chlorophyta,2,4.28E+04,4.03E+06,Organisms appear degraded.,Chlorophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,cf. Chlorella sp.,Chlorophyta,39,8.34E+05,3.49E+06,Organisms appear degraded.,Chlorophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Cosmarium sp.,Chlorophyta,1,2.14E+04,1.04E+08,Organisms appear degraded.,Chlorophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Crucigenia tetrapedia,Chlorophyta,4,8.56E+04,9.24E+06,Organisms appear degraded.,Chlorophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,cf. Oocystis sp.,Chlorophyta,4,8.56E+04,2.42E+06,Organisms appear degraded.,Chlorophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Pediastrum duplex,Chlorophyta,21,7.63E+04,3.77E+06,Organisms appear degraded.,Chlorophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Scenedesmus sp.,Chlorophyta,16,3.42E+05,9.68E+06,Organisms appear degraded.,Chlorophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Sphaerocystis sp.,Chlorophyta,8,1.71E+05,1.94E+07,Organisms appear degraded.,Chlorophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Kephyrion sp.,Chrysophyta,1,2.00E+02,1.57E+04,Organisms appear degraded.,Ochrophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Cryptomonas sp.,Cryptophyta,1,3.63E+03,3.23E+06,Organisms appear degraded.,Cryptophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,Plagioselmis sp.,Cryptophyta,7,1.50E+05,1.27E+07,Organisms appear degraded.,Cryptophyta
SB-WQ4,8/27/2015,11:40,water,0-8.0,cf. Chroococcus microscopicus,Cyanobacteria,106,2.27E+06,6.08E+05,Organisms appear degraded.,Cyanobacteria
SB-WQ4,8/27/2015,11:40,water,0-8.0,Chroococcus minutus,Cyanobacteria,2,4.28E+04,4.84E+06,Organisms appear degraded.,Cyanobacteria
SB-WQ4,8/27/2015,11:40,water,0-8.0,Dolichospermum sp.,Cyanobacteria,27,5.78E+05,4.54E+07,Organisms appear degraded.,Cyanobacteria
SB-WQ4,8/27/2015,11:40,water,0-8.0,cf. Merismopedia sp.,Cyanobacteria,64,1.28E+04,1.02E+05,Organisms appear degraded.,Cyanobacteria
SB-WQ4,8/27/2015,11:40,water,0-8.0,cf. Microcystis sp.,Cyanobacteria,760,1.63E+07,1.06E+09,Organisms appear degraded.,Cyanobacteria
SB-WQ4,9/9/2015,10:25,water,0-8.0,Aulacoseira sp.,Bacillariophyta,4,8.56E+04,6.88E+07,Organisms appear degraded.,Bacillariophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Cocconeis placentula,Bacillariophyta,2,4.00E+02,2.01E+05,Organisms appear degraded.,Bacillariophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Cyclotella spp.,Bacillariophyta,21,4.49E+05,2.65E+07,Organisms appear degraded.,Bacillariophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Fragilaria crotonensis,Bacillariophyta,82,1.75E+06,1.37E+09,Organisms appear degraded.,Bacillariophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Gomphonema sp.,Bacillariophyta,1,2.00E+02,2.54E+04,Organisms appear degraded.,Bacillariophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Navicula sp.,Bacillariophyta,1,3.63E+03,8.99E+05,Organisms appear degraded.,Bacillariophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Staurosira sp.,Bacillariophyta,2,4.00E+02,3.39E+04,Organisms appear degraded.,Bacillariophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Stephanodiscus sp.,Bacillariophyta,1,2.00E+02,4.58E+05,Organisms appear degraded.,Bacillariophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,cf. Chlorella sp.,Chlorophyta,42,8.98E+05,3.76E+06,Organisms appear degraded.,Chlorophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Crucigenia tetrapedia,Chlorophyta,4,8.56E+04,9.24E+06,Organisms appear degraded.,Chlorophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Monoraphidium sp.,Chlorophyta,1,2.00E+02,1.79E+04,Organisms appear degraded.,Chlorophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,cf. Oocystis sp.,Chlorophyta,4,1.45E+04,9.74E+05,Organisms appear degraded.,Chlorophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Scenedesmus sp.,Chlorophyta,9,1.93E+05,5.44E+06,Organisms appear degraded.,Chlorophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Tetraedron minimum,Chlorophyta,1,2.14E+04,1.60E+06,Organisms appear degraded.,Chlorophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Kephyrion sp.,Chrysophyta,1,2.00E+02,1.57E+04,Organisms appear degraded.,Ochrophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,cf. Mallomonas sp.,Chrysophyta,1,3.63E+03,1.70E+06,Organisms appear degraded.,Ochrophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Cryptomonas sp.,Cryptophyta,1,3.63E+03,2.07E+06,Organisms appear degraded.,Cryptophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,Plagioselmis sp.,Cryptophyta,6,1.28E+05,1.09E+07,Organisms appear degraded.,Cryptophyta
SB-WQ4,9/9/2015,10:25,water,0-8.0,cf. Chroococcus microscopicus,Cyanobacteria,122,2.61E+06,7.00E+05,Organisms appear degraded.,Cyanobacteria
SB-WQ4,9/9/2015,10:25,water,0-8.0,Dolichospermum sp.,Cyanobacteria,36,1.31E+05,1.48E+07,Organisms appear degraded.,Cyanobacteria
SB-WQ4,9/9/2015,10:25,water,0-8.0,Merismopedia sp.,Cyanobacteria,64,1.37E+06,1.10E+07,Organisms appear degraded.,Cyanobacteria
SB-WQ4,9/9/2015,10:25,water,0-8.0,cf. Microcystis sp.,Cyanobacteria,938,2.01E+07,1.31E+09,Organisms appear degraded.,Cyanobacteria
SB-WQ4,9/9/2015,10:25,water,0-8.0,Ceratium hirundinella,Pyrrophyta,2,7.26E+03,1.54E+08,Organisms appear degraded.,Miozoa
SB-WQ4,9/21/2015,12:35,water,0-8.0,Achnanthidium sp.,Bacillariophyta,1,2.00E+02,1.01E+04,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Aulacoseira sp.,Bacillariophyta,2,7.26E+03,2.67E+06,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Cyclotella spp.,Bacillariophyta,13,1.39E+05,8.19E+06,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Cyclotella sp.,Bacillariophyta,2,2.14E+04,1.70E+07,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Fragilaria crotonensis,Bacillariophyta,15,3.00E+03,2.66E+06,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Fragilaria tenera,Bacillariophyta,1,3.63E+03,8.22E+05,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Navicula sp.,Bacillariophyta,1,2.00E+02,3.52E+05,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Nitzschia sp.,Bacillariophyta,1,1.07E+04,1.54E+06,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Staurosira sp.,Bacillariophyta,2,2.14E+04,1.41E+06,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Chlorella spp.,Chlorophyta,159,1.70E+06,2.40E+07,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Coelastrum sp.,Chlorophyta,8,2.91E+04,4.11E+05,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Desmodesmus abundans,Chlorophyta,4,4.28E+04,5.38E+05,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Drepanochloris nannoselene,Chlorophyta,3,3.21E+04,1.98E+05,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Oocystis sp.,Chlorophyta,4,4.28E+04,1.21E+06,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Pediastrum sp.,Chlorophyta,16,3.20E+03,2.71E+05,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Scenedesmus sp.,Chlorophyta,24,2.57E+05,9.68E+06,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Tetraedron caudatum,Chlorophyta,1,2.00E+02,8.00E+04,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Tetraedron minimum,Chlorophyta,1,1.07E+04,1.93E+05,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Dinobryon sp.,Chrysophyta,7,7.49E+04,1.83E+07,Low sediment and detritus. Organisms appear faint and degraded.,Ochrophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Kephyrion sp.,Chrysophyta,2,2.14E+04,2.42E+06,Low sediment and detritus. Organisms appear faint and degraded.,Ochrophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Ochromonas sp.,Chrysophyta,3,1.09E+04,2.92E+06,Low sediment and detritus. Organisms appear faint and degraded.,Ochrophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Cryptomonas sp.,Cryptophyta,2,7.26E+03,7.99E+06,Low sediment and detritus. Organisms appear faint and degraded.,Cryptophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,Plagioselmis sp.,Cryptophyta,10,1.07E+05,9.07E+06,Low sediment and detritus. Organisms appear faint and degraded.,Cryptophyta
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Aphanocapsa sp.,Cyanobacteria,745,7.97E+06,4.17E+06,Low sediment and detritus. Organisms appear faint and degraded.,Cyanobacteria
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Chroococcus microscopicus,Cyanobacteria,342,3.66E+06,9.81E+05,Low sediment and detritus. Organisms appear faint and degraded.,Cyanobacteria
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Chroococcus minimus,Cyanobacteria,32,3.42E+05,4.84E+06,Low sediment and detritus. Organisms appear faint and degraded.,Cyanobacteria
SB-WQ4,9/21/2015,12:35,water,0-8.0,Chroococcus sp.,Cyanobacteria,50,5.35E+05,3.50E+07,Low sediment and detritus. Organisms appear faint and degraded.,Cyanobacteria
SB-WQ4,9/21/2015,12:35,water,0-8.0,Limnococcus limneticus,Cyanobacteria,2,7.26E+03,1.95E+06,Low sediment and detritus. Organisms appear faint and degraded.,Cyanobacteria
SB-WQ4,9/21/2015,12:35,water,0-8.0,Merismopedia cf. tenuissima,Cyanobacteria,32,3.42E+05,3.42E+05,Low sediment and detritus. Organisms appear faint and degraded.,Cyanobacteria
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Microcystis spp.,Cyanobacteria,433,4.63E+06,1.55E+08,Low sediment and detritus. Organisms appear faint and degraded.,Cyanobacteria
SB-WQ4,9/21/2015,12:35,water,0-8.0,cf. Pseudanabaena sp.,Cyanobacteria,9,9.63E+04,6.05E+05,Low sediment and detritus. Organisms appear faint and degraded.,Cyanobacteria
SB-WQ4,9/21/2015,12:35,water,0-8.0,Gymnodinium sp.,Pyrrophyta,1,1.07E+04,5.42E+06,Low sediment and detritus. Organisms appear faint and degraded.,Miozoa
SB-WQ4,9/21/2015,12:35,water,0-8.0,Peridinium sp.,Pyrrophyta,2,4.00E+02,3.22E+06,Low sediment and detritus. Organisms appear faint and degraded.,Miozoa
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Achnanthidium reimeri,Bacillariophyta,8,2.44E+08,3.00E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Achnanthidium sp.,Bacillariophyta,6,1.83E+08,9.50E+09,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Actinocyclus sp.,Bacillariophyta,2,7.26E+06,9.35E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Amphora sp.,Bacillariophyta,19,5.81E+08,1.63E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Asterionella formosa,Bacillariophyta,5,1.53E+08,6.85E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Aulacoseira granulata,Bacillariophyta,11,3.36E+08,2.70E+11,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Aulacoseira sp.,Bacillariophyta,4,1.22E+08,2.88E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Cavinula sp.,Bacillariophyta,2,7.26E+06,5.27E+09,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Cocconeis placentula,Bacillariophyta,2,7.26E+06,5.42E+09,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Cyclostephanos sp.,Bacillariophyta,1,3.06E+07,5.55E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Cyclotella sp.,Bacillariophyta,13,3.97E+08,5.99E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Cyclotella spp.,Bacillariophyta,16,4.89E+08,4.15E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Cymatopleura cf. elliptica,Bacillariophyta,2,6.11E+07,3.31E+12,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Cymbella sp.,Bacillariophyta,2,6.11E+07,4.89E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Diatoma sp.,Bacillariophyta,1,3.63E+06,8.99E+08,Fragment. Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Diploneis sp.,Bacillariophyta,2,4.00E+05,4.35E+08,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Encyonema minutum,Bacillariophyta,2,6.11E+07,4.03E+09,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Epithemia sp.,Bacillariophyta,1,2.00E+05,4.13E+08,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Fragilaria capucina,Bacillariophyta,6,1.20E+06,3.28E+08,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Fragilaria crotonensis,Bacillariophyta,9,2.75E+08,2.10E+11,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Gomphonema sp.,Bacillariophyta,1,3.06E+07,3.46E+09,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Gyrosigma sp.,Bacillariophyta,1,3.06E+07,5.45E+10,Fragment. Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Navicula capitatoradiata,Bacillariophyta,1,3.06E+07,2.35E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Navicula recens,Bacillariophyta,1,3.06E+07,1.60E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Navicula reinhardtii,Bacillariophyta,1,3.63E+06,1.50E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Navicula spp.,Bacillariophyta,7,2.14E+08,1.28E+11,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Nitzschia sigmoidea,Bacillariophyta,1,3.63E+06,1.54E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Nitzschia spp.,Bacillariophyta,15,4.58E+08,2.06E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Rhoicosphenia abbreviata,Bacillariophyta,1,3.63E+06,4.11E+08,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Staurosira spp.,Bacillariophyta,188,5.74E+09,4.06E+11,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Staurosirella pinnata,Bacillariophyta,8,2.44E+08,1.04E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Stephanodiscus sp.,Bacillariophyta,1,2.00E+05,1.72E+09,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Tabellaria flocculosa,Bacillariophyta,2,6.11E+07,4.57E+10,Sediment sample. Organisms obscured.,Bacillariophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Chlamydomonas sp.,Chlorophyta,2,6.11E+07,5.76E+09,Sediment sample. Organisms obscured.,Chlorophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Chlorella spp.,Chlorophyta,78,2.38E+09,9.98E+09,Sediment sample. Organisms obscured.,Chlorophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,cf. Monoraphidium sp.,Chlorophyta,1,3.06E+07,1.86E+09,Sediment sample. Organisms obscured.,Chlorophyta
SB-WQ4,6/15/2015,13:25,sediment,Bottom,Scenedesmus sp.,Chlorophyta,11,3.36E+08,3.10E+10,Sediment sample. Organisms obscured.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Achnanthidium sp.,Bacillariophyta,1,3.29E+03,2.33E+05,Moderate sediment and detritus. Organisms appear degraded.,Bacillariophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Amphora sp.,Bacillariophyta,1,3.29E+03,3.46E+05,Moderate sediment and detritus. Organisms appear degraded.,Bacillariophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Craticula sp.,Bacillariophyta,1,3.29E+03,4.76E+06,Moderate sediment and detritus. Organisms appear degraded.,Bacillariophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Cyclotella sp.,Bacillariophyta,2,1.45E+03,8.28E+05,Moderate sediment and detritus. Organisms appear degraded.,Bacillariophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Psammothidium sp.,Bacillariophyta,1,7.26E+02,9.41E+04,Moderate sediment and detritus. Organisms appear degraded.,Bacillariophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Staurosira sp.,Bacillariophyta,4,1.32E+04,8.68E+05,Moderate sediment and detritus. Organisms appear degraded.,Bacillariophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Staurosirella lapponica,Bacillariophyta,2,6.58E+03,6.51E+05,Moderate sediment and detritus. Organisms appear degraded.,Bacillariophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Ankistrodesmus nannoselene,Chlorophyta,12,3.95E+04,2.62E+05,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Chlamydomonas sp.,Chlorophyta,3,9.87E+03,9.30E+05,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Chlorella spp.,Chlorophyta,232,7.63E+05,1.08E+07,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Cosmarium sp.,Chlorophyta,5,1.65E+04,2.02E+06,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Crucigenia tetrapedia,Chlorophyta,12,3.95E+04,9.48E+05,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Dictyosphaerium sp.,Chlorophyta,16,5.27E+04,2.21E+05,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Kirchneriella sp.,Chlorophyta,1,3.29E+03,8.62E+04,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Monoraphidium spp.,Chlorophyta,5,1.65E+04,5.86E+05,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Oocystis sp.,Chlorophyta,12,8.72E+03,2.14E+06,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Quadrigula sp.,Chlorophyta,2,6.58E+03,2.48E+05,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Scenedesmus spp.,Chlorophyta,12,3.95E+04,6.62E+05,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Sphaerocystis sp.,Chlorophyta,56,1.84E+05,2.08E+07,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Tetraedron caudatum,Chlorophyta,1,3.29E+03,2.47E+05,Moderate sediment and detritus. Organisms appear degraded.,Chlorophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Chrysococcus sp.,Chrysophyta,1,7.26E+02,8.22E+04,Moderate sediment and detritus. Organisms appear degraded.,Chrysophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Dinobryon sp.,Chrysophyta,4,1.32E+04,1.41E+07,Moderate sediment and detritus. Organisms appear degraded.,Ochrophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Kephyrion sp.,Chrysophyta,4,1.32E+04,1.03E+06,Moderate sediment and detritus. Organisms appear degraded.,Ochrophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Cryptomonas sp.,Cryptophyta,1,4.00E+01,7.79E+04,Moderate sediment and detritus. Organisms appear degraded.,Cryptophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Plagioselmis sp.,Cryptophyta,4,1.32E+04,1.12E+06,Moderate sediment and detritus. Organisms appear degraded.,Cryptophyta
SB-WQ5,6/15/2015,14:10,water,0-1.0,Chroococcus microscopicus,Cyanobacteria,216,7.11E+05,1.91E+05,Moderate sediment and detritus. Organisms appear degraded.,Cyanobacteria
SB-WQ5,6/15/2015,14:10,water,0-1.0,Chroococcus minimus,Cyanobacteria,20,6.58E+04,2.21E+06,Moderate sediment and detritus. Organisms appear degraded.,Cyanobacteria
SB-WQ5,6/15/2015,14:10,water,0-1.0,Dolichospermum sp.,Cyanobacteria,13,5.20E+02,2.00E+04,Moderate sediment and detritus. Organisms appear degraded.,Cyanobacteria
SB-WQ5,6/15/2015,14:10,water,0-1.0,Gomphosphaeria cf. aponina,Cyanobacteria,65,4.72E+04,4.94E+06,Moderate sediment and detritus. Organisms appear degraded.,Cyanobacteria
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Microcystis sp.,Cyanobacteria,27,8.88E+04,1.26E+06,Moderate sediment and detritus. Organisms appear degraded.,Cyanobacteria
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Gymnodinium sp.,Pyrrophyta,2,1.12E+02,2.58E+05,Moderate sediment and detritus. Organisms appear degraded.,Miozoa
SB-WQ5,6/15/2015,14:10,water,0-1.0,cf. Peridinium sp.,Pyrrophyta,1,7.26E+02,4.66E+06,Moderate sediment and detritus. Organisms appear degraded.,Miozoa
